question_id,global_agent_index,iteration,agent_index,agent_role,choice_A_prob,choice_B_prob,choice_C_prob,variance,entropy,gini,uniform_kl
0,1,1,1,You are an excellent judge with strong critical thinking skills,0.8,0.2,0.0,0.11555555555555558,0.7219280948873623,0.5333333333333333,0.8523578100916813
0,2,1,2,You are a knowledgeable and caring doctor,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,3,1,3,You are a practical engineer,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,4,1,4,You are a precise lawyer,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,5,1,5,You are a clever merchant,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,6,1,6,You are a talented summarizer with excellent synthesis abilities,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,7,2,1,You are an excellent judge with strong critical thinking skills,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,8,2,2,You are a knowledgeable and caring doctor,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,9,2,3,You are a practical engineer,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,10,2,4,You are a precise lawyer,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,11,2,5,You are a clever merchant,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,12,2,6,You are a talented summarizer with excellent synthesis abilities,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,13,3,1,You are an excellent judge with strong critical thinking skills,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,14,3,2,You are a knowledgeable and caring doctor,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,15,3,3,You are a practical engineer,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,16,3,4,You are a precise lawyer,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,17,3,5,You are a clever merchant,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,18,3,6,You are a talented summarizer with excellent synthesis abilities,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,19,4,1,You are an excellent judge with strong critical thinking skills,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,20,4,2,You are a knowledgeable and caring doctor,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,21,4,3,You are a practical engineer,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,22,4,4,You are a precise lawyer,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,23,4,5,You are a clever merchant,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
0,24,4,6,You are a talented summarizer with excellent synthesis abilities,1.0,0.0,0.0,0.22222222222222224,0.0,0.6666666666666666,1.5621882071887097
1,1,1,1,You are an excellent judge with strong critical thinking skills,0.5,0.3,0.2,0.015555555555555553,1.4854752972273346,0.20000000000000004,0.0994872034938219
1,2,1,2,You are a knowledgeable and caring doctor,0.8,0.1,0.1,0.10888888888888888,0.9219280948873624,0.4666666666666666,0.663034405833794
1,3,1,3,You are a practical engineer,0.8,0.1,0.1,0.10888888888888888,0.9219280948873624,0.4666666666666666,0.663034405833794
1,4,1,4,You are a precise lawyer,0.8,0.1,0.1,0.10888888888888888,0.9219280948873624,0.4666666666666666,0.663034405833794
1,5,1,5,You are a clever merchant,0.8,0.1,0.1,0.10888888888888888,0.9219280948873624,0.4666666666666666,0.663034405833794
1,6,1,6,You are a talented summarizer with excellent synthesis abilities,0.8,0.1,0.1,0.10888888888888888,0.9219280948873624,0.4666666666666666,0.663034405833794
1,7,2,1,You are an excellent judge with strong critical thinking skills,0.8,0.1,0.1,0.10888888888888888,0.9219280948873624,0.4666666666666666,0.663034405833794
1,8,2,2,You are a knowledgeable and caring doctor,0.8,0.1,0.1,0.10888888888888888,0.9219280948873624,0.4666666666666666,0.663034405833794
1,9,2,3,You are a practical engineer,0.1,0.3,0.6,0.04222222222222222,1.2954618442383217,0.3333333333333333,0.2895006564828345
1,10,2,4,You are a precise lawyer,0.3,0.4,0.3,0.0022222222222222235,1.570950594454669,0.06666666666666672,0.01401190626648767
1,11,2,5,You are a clever merchant,0.1,0.3,0.6,0.04222222222222222,1.2954618442383217,0.3333333333333333,0.2895006564828345
1,12,2,6,You are a talented summarizer with excellent synthesis abilities,0.1,0.5,0.4,0.02888888888888889,1.3609640474436813,0.2666666666666666,0.22399845327747514
1,13,3,1,You are an excellent judge with strong critical thinking skills,0.1,0.5,0.4,0.02888888888888889,1.3609640474436813,0.2666666666666666,0.22399845327747514
1,14,3,2,You are a knowledgeable and caring doctor,0.1,0.6,0.3,0.04222222222222222,1.295461844238322,0.3333333333333333,0.2895006564828345
1,15,3,3,You are a practical engineer,0.1,0.5,0.4,0.02888888888888889,1.3609640474436813,0.2666666666666666,0.22399845327747514
1,16,3,4,You are a precise lawyer,0.1,0.5,0.4,0.02888888888888889,1.3609640474436813,0.2666666666666666,0.22399845327747514
1,17,3,5,You are a clever merchant,0.1,0.6,0.3,0.04222222222222222,1.295461844238322,0.3333333333333333,0.2895006564828345
1,18,3,6,You are a talented summarizer with excellent synthesis abilities,0.1,0.6,0.3,0.04222222222222222,1.295461844238322,0.3333333333333333,0.2895006564828345
1,19,4,1,You are an excellent judge with strong critical thinking skills,0.2,0.7,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
1,20,4,2,You are a knowledgeable and caring doctor,0.2,0.6,0.2,0.03555555555555555,1.370950594454669,0.2666666666666666,0.2140119062664876
1,21,4,3,You are a practical engineer,0.2,0.6,0.2,0.03555555555555555,1.370950594454669,0.2666666666666666,0.2140119062664876
1,22,4,4,You are a precise lawyer,0.1,0.8,0.1,0.10888888888888888,0.9219280948873624,0.4666666666666666,0.663034405833794
1,23,4,5,You are a clever merchant,0.2,0.7,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
1,24,4,6,You are a talented summarizer with excellent synthesis abilities,0.1,0.8,0.1,0.10888888888888888,0.9219280948873624,0.4666666666666666,0.663034405833794
3,1,1,1,You are an excellent judge with strong critical thinking skills,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,2,1,2,You are a knowledgeable and caring doctor,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,3,1,3,You are a practical engineer,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,4,1,4,You are a precise lawyer,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,5,1,5,You are a clever merchant,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,6,1,6,You are a talented summarizer with excellent synthesis abilities,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,7,2,1,You are an excellent judge with strong critical thinking skills,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,8,2,2,You are a knowledgeable and caring doctor,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,9,2,3,You are a practical engineer,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,10,2,4,You are a precise lawyer,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,11,2,5,You are a clever merchant,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,12,2,6,You are a talented summarizer with excellent synthesis abilities,0.4,0.4,0.2,0.00888888888888889,1.5219280948873626,0.1333333333333333,0.06303440583379405
3,13,3,1,You are an excellent judge with strong critical thinking skills,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,14,3,2,You are a knowledgeable and caring doctor,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,15,3,3,You are a practical engineer,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,16,3,4,You are a precise lawyer,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,17,3,5,You are a clever merchant,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,18,3,6,You are a talented summarizer with excellent synthesis abilities,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,19,4,1,You are an excellent judge with strong critical thinking skills,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,20,4,2,You are a knowledgeable and caring doctor,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,21,4,3,You are a practical engineer,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,22,4,4,You are a precise lawyer,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,23,4,5,You are a clever merchant,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,24,4,6,You are a talented summarizer with excellent synthesis abilities,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
